名称,级别,所在地区,详情链接,简介,大门票参考,景交费用参考,费用区间参考,开放时间,适宜季节,建议游玩时间,旅游景区级别,详细地址,官方网站,抓取状态,自然保护区等级,森林公园等级,国家风景名胜区,度假区级别,国家级水利风景区,地质公园级别,遗产项目编号,文物保护单位,官网,博物馆等级,地址,湿地级别,中文名,占地面积,主管部门,免票时间,企业官网,开盘时间,所在地址,外文名,成立时间,藏品数量
深圳市仙湖植物园,4A,深圳市,https://www.maigoo.com/citiao/3830.html,深圳市仙湖植物园，位于深圳市罗湖区东郊的莲塘仙湖路，是集植物收集、研究、科学知识普及和旅游观光休闲为一体的多功能风景园林植物园，是中国观赏植物科学研究的重要基地之一，也是深圳市进行植物学基础研究、开展植物多样性保护与利用等研究工作的专业机构。仙湖植物园占地668公顷，整体地势为中间低，四周高，由山地、丘陵、水体等组成，地形多变，具有良好的自然山水骨架，一座既风景优美，又富科学内涵的植物园。,15元,,100元以下,04:00~21:30,全年,2~5小时,4A,广东省 深圳市 罗湖区 莲塘仙湖路160号,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
临安大明山风景区,4A,杭州市,https://www.maigoo.com/citiao/110833.html,大明山风景名胜区是以大明山为主体，以悬崖峰林、峡谷飞瀑、高山原野为景观特色，集观光游览、避暑度假、生态养生功能于一体的山水观光型景点。景区主峰海拔1489米，区内多奇峰怪石，18条大瀑布从千丈悬崖飞泻而下，潭瀑相连，溪涧遍布，古木成林，拥有32奇峰、13幽涧、8条飞瀑、3个高山草甸，共有大小景点96个，以“一泓碧湖、十里幽谷、百丈飞瀑、千亩草甸、万米岩洞、群峰啸天、林海无边”风光著称，被誉为“浙江黄山”。,,,,全天,春季，秋季,1天,4A,浙江省 杭州市 临安区,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
河北天下第一城,4A,廊坊市,https://www.maigoo.com/citiao/117489.html,河北天下第一城，又称中信国安第一城，位于河北省香河县安平经济技术开发区。景区总占地面积133.3万平方米，建筑面积38万平方米，由一个中心，五大景区，八十八组景观组成。河北天下第一城，是一处外仿北京故都城垣之风貌，内集华夏古今文化之精华、神州民俗民风之异彩，展现现代高科技艺术，融观光、娱乐、美食、购物、休闲、度假于一体的大型综合旅游景园。,,,,08:00~18:00,全年,全天,4A,河北省 廊坊市 香河县 安平镇技术开发区平安大街,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
陈云故里,4A,青浦区,https://www.maigoo.com/citiao/116308.html,陈云故居，2000年6月6日建成开馆，位于上海市青浦区老朱枫公路3433号，是经中央批准建立的系统展示陈云生平业绩的传记性专馆。陈云同志把毕生的心血和精力都贡献给了党和人民，他的一生是伟大、光辉的，他的业绩、思想集中在他的文选、文集中，是留给后人的一笔宝贵精神财富。陈云故居被评为“全国爱国主义教育示范基地”、“国家AAAA级旅游景区”、“全国重点红色旅游景区”。,,,,09:00~16:00,全年,2小时,4A,上海市 青浦区,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
天津萨马兰奇纪念馆景区,4A,静海区,https://www.maigoo.com/citiao/56828.html,萨马兰奇纪念馆，位于天津市静海区团泊新城西区健康产业园，是一座得到萨马兰奇家族授权和国际奥委会批准的纪念萨马兰奇先生、传播奥林匹克精神的场馆。纪念馆整体占地216亩，建筑面积约1.9万平方米，展区4000平米，以缓坡方式延展，馆内建筑采用圆环与环形坡道的造型设计，将两座建筑和3个下沉式庭院有机结合起来，以5个圆形代表了奥运五环，象征着奥林匹克运动将五大洲团结起来。,,,,09:00~16:30（周一闭馆）,全年,1~2小时,4A,天津市 静海区 团泊新城西区健康产业园,点击查看,成功,,,,,,,,,,国家二级（非国有）,,,,,,,,,,,,
杭州雷峰塔景区,4A,杭州市,https://www.maigoo.com/citiao/110826.html,雷峰塔又名皇妃塔、西关砖塔，位于浙江省杭州市西湖风景区岸夕照山的雷峰上。雷峰塔是吴越忠懿王钱弘俶为庆祝宠妃黄氏得子而建，所以命名为“皇妃塔”；后来，因其所在的山峰叫“雷峰”，而逐渐被人们称为“雷峰塔”。旧雷峰塔于1924年倒塌，后重建，新建的雷峰塔为中国首座彩色铜雕宝塔，雷峰夕照为西湖十景之一，也是杭州市西湖著名旅游景点之一。,40元,,100元以下,08:00~20:30,全年,2~3小时,4A,浙江省 杭州市 西湖区 南山路,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
南岗千年瑶寨,4A,清远市,https://www.maigoo.com/citiao/3935.html,清远南岗千年瑶寨始建于宋代，是中国历史文化名村，也是全国乃至全世界规模较大、较为古老、较有特色的瑶寨，堪称世界建筑奇观。连南千年瑶寨建于海拔803米高的陡坡上，房屋依山傍坡，前面的房子的屋顶和后面房子的地面平高，其间有一条走廊过道。南岗千年瑶寨面积159亩，保留了368幢明清时期的古宅及寨门、寨墙、石板道等，其中较具代表性的景点有寨门、寨墙、瑶王屋、瑶练屋、歌堂坪、南岗古庙、石棺墓等。,,,,09:00~17:30,,4~6小时,4A,广东省 清远市 连南瑶族自治县,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
金山城市沙滩景区,4A,金山区,https://www.maigoo.com/citiao/116286.html,金山城市沙滩地，处上海市金山区，位于上海西南，杭州湾北岸。西与浙江省平湖、嘉善市相邻，东接奉贤区，南濒杭州湾，北靠青浦区和松江区。“城市沙滩”是海岸线开发建设的重中之重，是长三角最具有海派风格的城市海岸景观。金山城市沙滩是国家4A级旅游景区，也是上海第一个滨海4A景区。金山城市沙滩由保滩工程、人工沙滩、滨海景观长廊、滨海商业街、亲水平台、垂直降落、海钓、沙滩游乐场、帆船、帆板等水上游乐项目组成。,,,,,夏季,3.5小时,4A,上海市 金山区 沪杭公路7555号,,成功,,,,,,,,,,,,,,,,,,,,,,
南京市高淳老街历史文化景区,4A,南京市,https://www.maigoo.com/citiao/112995.html,高淳老街位于南京市高淳区淳溪街道，又称淳溪老街，是高淳的商业中心，江苏省内保存最完好的古建筑群，也是华东地区保存最完整的明清古街，被誉为“金陵第二夫子庙”，有“金陵第一古街”之称。高淳老街自宋朝正式建立街市，至今已有900余年的历史。高淳老街分布着成片的明清建筑群，这些古建筑傍水而列，粉墙青瓦、飞檐翘角，配上精美的砖木石雕和传统的书法牌匾，古朴典雅，被中外学者和游客誉为“东方文明之缩影”、“古建筑的艺术宝库”。,,,,全天,全年,2~4小时,4A,江苏省 南京市 高淳区 淳溪街道,,成功,,,,,,,,,,,,,,,,,,,,,,
尚天然温泉旅游度假区,4A,惠州市,https://www.maigoo.com/citiao/3889.html,尚天然温泉旅游度假区，即惠州尚天然花海温泉小镇、尚天然国际温泉小镇，是一个集温泉养生、度假住宿、商务会议、休闲娱乐、特色美食、野外拓展、旅游地产等为一体的都市近郊温泉度假小镇，将当地特有的客家文化融入到客房、餐饮、温泉等方方面面。建在山顶的苏打温泉公园为亚洲罕见温泉，温泉水出水温度高达52摄氏度，富含多种对人体有益的矿物质、苏打和偏硅酸等成分，被誉为“液态黄金”。,,,,08:00~24:00,,1天,4A,广东省 惠州市 龙门县 龙田镇赖屋村,,成功,,,,,,,,,,,,,,,,,,,,,,
保定易水湖景区,4A,保定市,https://www.maigoo.com/citiao/117461.html,易水湖景区，位于河北省保定市易县，上连“拒马奔涛”，下启“易水寒流”，南望“郎山竞秀”，北界“云蒙叠翠”，是利用四周高耸的山势而修建的一座人工湖。景区水域面积约27平方公里，容量为3.9亿立方米，深处达48.5米，区内山势雄奇险峻，空气洁净无尘，林木繁盛茂密，主要有老子峰、凤凰山、小桂林、摩岩寺遗址、仙人桥、石像把门、龙潭、燕王寨、莲花瓣、群兽石群等景点。,,,,07:00~19:00,夏季,2~3小时,4A,河北省 保定市 易县,,成功,,,,,国家级,,,,,,,,,,,,,,,,,
上海宋庆龄故居纪念馆,4A,徐汇区,https://www.maigoo.com/citiao/57668.html,上海宋庆龄故居纪念馆，位于上海市徐汇区淮海中路1843号，是宋庆龄从事革命活动的主要场所，也是她一生中居住时间最长的地方。宋庆龄故居占地总面积4300多平方米，分为前花园，主楼和后花园。主体建筑为一幢乳白色船形的假三层西式楼房，建筑面积有700平方米，主楼是砖木结构的西式假三层楼房，建于上世纪20年代初期。楼前有宽广的草坪，楼后是花木茂盛的花园，周围有常青的香樟树掩映，环境优美清净。,,,,09:00~16:30,,1~2小时,4A,,,成功,,,,,,,,国家第五批(1948-1981年),点击查看,国家二级（文物）,上海市 徐汇区 淮海中路1843号,,,,,,,,,,,
天津水高庄园,4A,西青区,https://www.maigoo.com/citiao/113835.html,天津水高庄园坐落于天津市西青区东淀都市型现代农业核心区内，距天津市中心20公里，和玉佛禅寺相邻。西青水高庄园以生态农业景观为内涵，是集观光旅游、科普教育、住宿餐饮、商务会议、休闲娱乐于一体的农业生态旅游景区。庄园占地面积1500亩，分五个特色园区，即农业风情园区、子牙河风情园区、欢乐谷采摘园区、温室栽培展示园区和乡村温泉休闲园区。,,,,08:00~17:00,,3~4小时,4A,天津市 西青区 辛口镇水高庄村,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
上海月湖雕塑公园,4A,松江区,https://www.maigoo.com/citiao/116288.html,月湖雕塑公园，坐落于上海佘山国家旅游度假区内，公园环湖而建，共占地1300亩，一期1000亩，其中月湖面积465亩，沿湖腹地500余亩。园区的设计以春夏秋冬四季为主轴，将月湖沿岸分隔为四季码头水岸，以不同风格的景观及建筑风格设计，配套设施表现出四季不同风光。月湖雕塑公园是集现代雕塑艺术、自然人文景观和休闲设施为一体的综合性艺术乐园，也是上海面积最大的人工湖。,100元,,100~200元,09:00~18:00,,2~4小时,4A,上海市 松江区 林荫新路1158号,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
广州市宝墨园,4A,广州市,https://www.maigoo.com/citiao/3807.html,宝墨园，面积168亩，是集清官文化、岭南古建筑、岭南园林艺术、珠三角水乡特色于一体的大型岭南文化山水园林。园内溪水环绕，绿树葱葱，建筑、园林、山水、石桥等布局合理，和谐自然，体现了中国天人合一的人文理念。园内亭台楼阁错落有致，雕梁画栋美不胜收，陶塑、瓷塑、砖雕、灰塑、石刻、木雕等艺术精品琳琅满目。园内种有千年罗汉老松、九里香、两面针树、银杏树、玉堂春、大叶榕树、紫薇树等，除了树木花卉和建筑之外，园内周边还有龟池、放生池、锦鲤池、莲池。,宝墨园54元，南粤苑50元,,100~200元,08:30~17:30,全年,2~3 小时,4A,广东省 广州市 番禺区 沙湾镇,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
扬州市大明寺,4A,扬州市,https://www.maigoo.com/citiao/80857.html,大明寺，位于江苏省扬州市区西北郊，占地500亩，因初建于南朝宋孝武帝大明年间而得名。寺庙迄今已有1540多年的历史，千年古刹，迭经兴废，饱经沧桑，仍巍然屹立于蜀冈之上，成为古城扬州硕果仅存的著名古刹之一。大明寺不仅佛学源远流长，它还具备一个独有的特色，即是它的所属地域内有着众多的名人遗迹和风景名胜，被国务院批准列入第六批全国重点文物保护单位名单。,,,,08:00~17:30,全年,1~2小时,4A,江苏省 扬州市 邗江区 平山堂东路1号,点击查看,成功,,,,,,,,国家第六批(清朝),,,,,,,,,,,,,,
八路军一二九师纪念馆,4A,邯郸市,https://www.maigoo.com/citiao/56839.html,八路军一二九师纪念馆位于河北省邯郸市涉县赤岸村，是一处全面详实记录八路军一二九师和晋冀鲁豫边区政府历史的纪念馆。纪念馆群由司令部旧址、将军岭、陈列馆三部分组成，主展区占地340亩，现存刘伯承、邓小平旧居及师部会议室、作战室等129间历史建筑原貌，院内“刘邓和他的战友们”青铜群雕生动再现将帅风采。?将军岭?还安葬有刘伯承、徐向前等17位将帅灵骨。,,,,08:30~18:30,,2~3小时,4A,,,成功,,,,,,,,,点击查看,国家二级（文物）,河北省 邯郸市 涉县,,,,,,,,,,,
秦皇岛野生动物园,4A,秦皇岛市,https://www.maigoo.com/citiao/117506.html,秦皇岛野生动物园，位于河北省秦皇岛市北戴河区滨海大道中段，是中国规划面积较大、森林覆盖率较高、环境优美的野生动物园。动物园占地5000余亩，园内共分为笼养区、猛兽区、非洲动物区、草食动物区、涉禽园、雉鸡园、孔雀园、游禽湖等八个动物展区，放养着来自国内外的150余种7000余头（只）动物。在这里，郁郁葱葱的绿色林带与绵延二百华里的海岸沙滩，辽阔无际的大海交相辉映形成一幅绝妙的天然画卷。,90元,自驾车50元-150元/车,100~200元,08:30~17:00,全年,2~3小时,4A,河北省 秦皇岛市 北戴河区 滨海大道中段,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
苏州西山景区,4A,苏州市,https://www.maigoo.com/citiao/113058.html,苏州西山，又名太湖西山、洞庭西山，位于苏州古城西南40多公里的太湖之中。景区南北宽11公里，东西长15公里，面积82平方公里，拥有湖中群岛、湖湾山水、山中坞谷、山顶峰峦四个风景层次，也有大沙观帆、罗汉古刹、鸡笼梅雪、明湾古村、甪角风涛、天王鱼国、横山旭日等二十个景点。西山景区是太湖风景名胜区的精华，因太湖而妩媚多姿，而太湖因西山而丰富多彩。,,,,08:00~17:00,全年,3~4小时,4A,江苏省 苏州市 吴中区,,成功,,国家级,,,,国家级(2004年第三批)正名,,,,,,,,,,,,,,,,
上海杜莎夫人蜡像馆,4A,黄浦区,https://www.maigoo.com/citiao/116307.html,上海杜莎夫人蜡像馆是全球第6座杜莎夫人蜡像馆，分为“在幕后”、“上海魅力”、“历史名人和国家领袖”、“电影”、“音乐”、“运动”和“速度”七个主题展区。蜡像馆有近百余尊栩栩如生的名人蜡像，配合精采无比的视听效果及高科技的互动体验，可让参观者仿佛置身于名人当中，与心爱的偶像近距离接触，感染明星的魅力风采。观众除了可以与80多尊足以乱真的中外明星蜡像留下亲密合影外，还可以加入到与“明星”对歌、拍电影、打篮球等互动体验中去。,210元,,200~300元,10:00~22:00,春季、秋季,2小时,4A,上海市 黄浦区 南京西路2-68号新世界商厦10楼,点击查看,成功,,,,,,,,,,,,,,,,,,,,,,
